customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totalcharges_tenure_ratio,charges_ratio
1736,40,1,0,2,20.4,745.3,0,18.63,36.53
1737,16,1,0,2,71.4,1212.1,0,75.76,16.98
1738,2,1,0,2,87.15,183.75,1,91.88,2.11
1739,67,1,2,3,24.85,1583.5,0,23.63,63.72
1740,41,1,1,2,104.45,4162.05,0,101.51,39.85
1741,56,1,2,3,19.8,1119.9,0,20,56.56
1742,72,1,2,2,116.45,8013.55,0,111.3,68.82
1743,3,1,0,2,84.75,264.85,1,88.28,3.13
1744,54,1,2,3,20.05,1102.4,0,20.41,54.98
1745,52,1,0,0,110.75,5832,0,112.15,52.66
1746,50,1,2,2,89.7,4304.5,0,86.09,47.99
1747,14,1,0,0,89.95,1178.4,1,84.17,13.1
1748,27,1,1,3,48.7,1421.75,0,52.66,29.19
1749,72,1,2,2,96.6,6827.5,0,94.83,70.68
1750,62,1,1,3,74.3,4698.05,0,75.78,63.23
1751,12,1,0,0,54.3,654.5,0,54.54,12.05
1752,44,1,1,2,74.85,3268.05,0,74.27,43.66
1753,54,1,2,2,79.95,4362.05,0,80.78,54.56
1754,68,1,2,2,20.05,1386.9,0,20.4,69.17
1755,20,1,0,1,19.4,415.4,0,20.77,21.41
1756,50,1,1,2,54.9,2614.1,0,52.28,47.62
1757,58,1,2,3,24.45,1513.6,0,26.1,61.91
1758,35,1,0,2,89.65,3161.6,0,90.33,35.27
1759,2,1,0,0,45.4,80.95,0,40.48,1.78
1760,63,1,2,1,75.7,4676.7,0,74.23,61.78
1761,58,1,1,3,110.65,6526.65,0,112.53,58.98
1762,27,1,1,1,20.55,583.3,0,21.6,28.38
1763,71,1,2,3,115.15,8078.1,0,113.78,70.15
1764,63,1,1,3,58.55,3503.5,0,55.61,59.84
1765,71,1,0,2,93.25,6669.45,0,93.94,71.52
1766,41,1,0,0,113.2,4689.5,1,114.38,41.43
1767,13,1,0,0,90.5,1201.15,1,92.4,13.27
1768,2,1,0,0,79,143.65,1,71.83,1.82
1769,68,1,2,2,19.35,1292.65,0,19.01,66.8
1770,1,1,0,1,48.75,48.75,0,48.75,1
1771,65,1,2,0,109.05,7108.2,0,109.36,65.18
1772,72,1,2,2,25,1802.55,0,25.04,72.1
1773,28,1,0,3,54.9,1505.15,0,53.76,27.42
1774,72,1,2,3,24.75,1859.1,0,25.82,75.12
1775,2,1,0,0,91.15,168.5,0,84.25,1.85
1776,18,1,1,2,20.15,390.85,1,21.71,19.4
1777,60,1,1,0,104.35,6339.45,0,105.66,60.75
1778,26,1,0,0,66.05,1652.4,0,63.55,25.02
1779,1,1,0,0,71.65,71.65,1,71.65,1
1780,4,1,0,1,20.35,77.5,1,19.38,3.81
1781,68,1,2,3,92.2,6392.85,0,94.01,69.34
1782,38,1,0,3,84.25,3264.5,1,85.91,38.75
1783,42,1,1,2,105.2,4599.15,0,109.5,43.72
1784,57,1,2,2,19.6,1134.25,0,19.9,57.87
1785,54,0,0,0,30.4,1621.35,0,30.03,53.33
1786,12,1,0,2,78.1,947.3,1,78.94,12.13
1787,44,1,1,1,61.5,2722.2,0,61.87,44.26
1788,42,1,0,2,69.4,3058.3,0,72.82,44.07
1789,72,1,2,2,24.75,1769.6,0,24.58,71.5
1790,71,1,2,1,91.05,6293.75,0,88.64,69.12
1791,19,1,0,1,89.65,1761.05,1,92.69,19.64
1792,23,1,0,3,73.65,1642.75,0,71.42,22.3
1793,30,1,2,3,19.4,578.5,0,19.28,29.82
1794,35,1,1,2,26.2,954.9,0,27.28,36.45
1795,10,1,0,0,98.7,973.25,1,97.33,9.86
1796,1,1,0,2,43.85,43.85,0,43.85,1
1797,22,1,0,1,69.7,1490.4,0,67.75,21.38
1798,7,0,2,1,38.55,280,0,40,7.26
1799,36,0,2,1,53.1,1901.25,0,52.81,35.81
1800,34,1,0,1,20.65,716.4,0,21.07,34.69
1801,72,1,2,3,64.45,4720,0,65.56,73.24
1802,36,1,2,3,25.1,930.95,0,25.86,37.09
1803,1,1,0,0,76.35,76.35,1,76.35,1
1804,23,1,0,0,79.15,1676.95,1,72.91,21.19
1805,32,1,0,0,85,2642.05,1,82.56,31.08
1806,71,1,1,3,95.15,6770.85,0,95.36,71.16
1807,23,1,0,1,79.35,1835.3,0,79.8,23.13
1808,17,1,1,2,96.65,1588.25,0,93.43,16.43
1809,1,1,0,0,75.5,75.5,0,75.5,1
1810,12,1,2,1,19.7,258.35,0,21.53,13.11
1811,72,1,2,3,20.5,1502.25,0,20.86,73.28
1812,1,1,0,1,19.2,19.2,0,19.2,1
1813,72,1,2,2,98.35,6929.4,0,96.24,70.46
1814,60,1,0,2,74.35,4453.3,0,74.22,59.9
1815,61,0,2,3,51.35,3244.4,0,53.19,63.18
1816,6,1,0,1,45.65,323.45,0,53.91,7.09
1817,32,1,0,0,85.3,2661.1,1,83.16,31.2
1818,31,1,0,3,86.55,2697.4,1,87.01,31.17
1819,19,1,0,3,73.85,1424.5,1,74.97,19.29
1820,72,1,2,2,20.3,1401.15,0,19.46,69.02
1821,32,1,0,0,54.2,1739.6,0,54.36,32.1
1822,65,1,0,0,90.65,5931,0,91.25,65.43
1823,45,0,0,2,50.9,2333.85,0,51.86,45.85
1824,42,1,1,0,25.05,949.85,0,22.62,37.92
1825,8,1,0,0,74.85,572.45,0,71.56,7.65
1826,32,1,2,1,20.5,696.8,0,21.78,33.99
1827,22,1,0,1,63.55,1381.8,0,62.81,21.74
1828,57,0,0,0,44.85,2572.95,1,45.14,57.37
1829,1,1,0,0,47.95,47.95,0,47.95,1
1830,1,1,0,0,45.1,45.1,1,45.1,1
1831,1,1,0,0,45,45,0,45,1
1832,24,1,0,0,96,2122.45,1,88.44,22.11
1833,1,1,0,2,20.05,20.05,1,20.05,1
1834,54,1,0,0,90.05,4931.8,0,91.33,54.77
1835,4,1,2,3,25.3,116.95,0,29.24,4.62
1836,65,1,2,2,108.65,6937.95,1,106.74,63.86
1837,56,1,1,0,24.3,1261.7,0,22.53,51.92
1838,45,1,0,0,75.95,3273.8,0,72.75,43.1
1839,71,1,2,3,19.7,1415.85,0,19.94,71.87
1840,59,1,1,3,66.4,3958.2,0,67.09,59.61
1841,69,0,1,2,35.75,2492.25,0,36.12,69.71
1842,19,1,1,1,18.8,279.2,0,14.69,14.85
1843,55,1,2,3,19.4,1083,0,19.69,55.82
1844,38,1,1,1,19.3,755.5,0,19.88,39.15
1845,10,1,0,0,45.55,402.6,1,40.26,8.84
1846,47,1,0,3,67.45,3252,0,69.19,48.21
1847,2,0,0,0,35.1,68.75,1,34.38,1.96
1848,1,1,0,3,46.2,46.2,1,46.2,1
1849,1,1,0,0,45.15,45.15,1,45.15,1
1850,1,0,0,0,43.3,43.3,1,43.3,1
1851,46,1,2,1,20.1,936.85,0,20.37,46.61
1852,38,1,0,3,57.15,2250.65,1,59.23,39.38
1853,65,1,2,3,58.9,3857.1,0,59.34,65.49
1854,19,1,0,0,73.2,1441.1,1,75.85,19.69
1855,52,1,0,0,85.35,4338.6,1,83.43,50.83
1856,71,1,2,1,19.45,1378.45,0,19.41,70.87
1857,1,1,0,1,45.95,45.95,1,45.95,1
1858,52,0,0,0,50.5,2566.3,0,49.35,50.82
1859,6,1,1,1,25.1,171,0,28.5,6.81
1860,26,1,1,1,60.7,1597.4,0,61.44,26.32
1861,48,1,1,0,99,4744.35,0,98.84,47.92
1862,64,1,1,2,104.4,6721.6,0,105.03,64.38
1863,3,1,0,0,83.75,247.25,1,82.42,2.95
1864,1,1,0,2,44.05,44.05,0,44.05,1
1865,72,1,2,3,24.1,1734.65,0,24.09,71.98
1866,1,1,0,1,45.55,45.55,0,45.55,1
1867,51,1,0,0,93.8,4539.35,0,89.01,48.39
1868,41,1,2,2,19.7,804.25,0,19.62,40.82
1869,72,1,2,3,70.65,5011.15,0,69.6,70.93
1870,43,1,2,3,86.45,3574.5,0,83.13,41.35
1871,72,1,2,3,114.1,8086.4,0,112.31,70.87
1872,47,1,1,3,95.2,4563,0,97.09,47.93
1873,72,1,2,3,88.55,6362.35,0,88.37,71.85
1874,3,1,0,3,20.75,67.1,0,22.37,3.23
1875,1,1,0,0,70.05,70.05,1,70.05,1
1876,2,1,0,0,86,165.45,1,82.73,1.92
1877,26,0,0,2,44.65,1156.55,0,44.48,25.9
1878,29,1,0,1,60.2,1834.15,0,63.25,30.47
1879,35,1,0,2,100.5,3653.35,1,104.38,36.35
1880,27,1,1,2,55.45,1477.65,0,54.73,26.65
1881,24,1,0,3,70.3,1706.45,0,71.1,24.27
1882,67,1,2,2,60.4,3953.7,0,59.01,65.46
1883,16,1,0,0,72.65,1194.3,1,74.64,16.44
1884,23,1,1,2,55.8,1327.85,0,57.73,23.8
1885,14,0,0,1,31.1,419.7,0,29.98,13.5
1886,1,1,0,0,21,21,1,21,1
1887,1,1,0,1,45.1,45.1,1,45.1,1
1888,4,0,0,3,50.95,207.35,0,51.84,4.07
1889,16,1,0,0,69.1,1083.7,0,67.73,15.68
1890,46,0,0,0,43.95,2007.85,0,43.65,45.68
1891,68,1,2,2,86.5,5882.75,0,86.51,68.01
1892,38,1,0,0,69.95,2657.55,0,69.94,37.99
1893,30,1,0,2,50.4,1527.5,1,50.92,30.31
1894,5,1,0,0,78.95,378.4,1,75.68,4.79
1895,17,1,0,3,90.95,1612.2,0,94.84,17.73
1896,4,1,2,1,19.9,76.65,0,19.16,3.85
1897,12,1,1,0,20.15,260.7,0,21.72,12.94
1898,72,1,2,3,90.6,6441.85,0,89.47,71.1
1899,3,1,0,0,92,266.8,0,88.93,2.9
1900,56,1,0,0,94.45,5124.6,1,91.51,54.26
1901,41,1,1,1,24.85,962.25,0,23.47,38.72
1902,40,0,1,3,36,1382.9,0,34.57,38.41
1903,7,1,0,0,78.5,571.05,0,81.58,7.27
1904,69,1,2,3,19.95,1399.35,0,20.28,70.14
1905,7,1,1,1,20.65,150,0,21.43,7.26
1906,5,0,0,0,30.5,167.2,0,33.44,5.48
1907,72,1,2,3,106.1,7657.4,0,106.35,72.17
1908,44,1,1,2,20.5,865.05,0,19.66,42.2
1909,65,1,1,0,95.5,6153.85,0,94.67,64.44
1910,3,1,0,0,64.6,174.2,0,58.07,2.7
1911,24,1,0,3,51.1,1269.6,0,52.9,24.85
1912,44,1,0,2,84.8,3862.55,1,87.79,45.55
1913,72,1,2,3,89.1,6352.4,0,88.23,71.3
1914,24,1,0,0,54.95,1348.5,0,56.19,24.54
1915,1,1,0,1,50.9,50.9,1,50.9,1
1916,22,1,0,2,20.45,471.55,0,21.43,23.06
1917,70,1,2,3,85.95,5931.75,0,84.74,69.01
1918,25,1,0,0,60.35,1404.65,0,56.19,23.28
1919,37,1,2,2,19.8,726.1,0,19.62,36.67
1920,22,1,0,2,85.35,1961.6,0,89.16,22.98
1921,59,1,2,2,72.1,4194.85,0,71.1,58.18
1922,49,1,0,0,99.8,4872.45,1,99.44,48.82
1923,47,1,0,2,107.35,5118.95,1,108.91,47.68
1924,31,1,0,1,19.55,658.95,1,21.26,33.71
1925,1,1,0,0,81.05,81.05,0,81.05,1
1926,3,1,0,0,20.5,76.95,0,25.65,3.75
1927,53,1,1,2,111.8,5809.75,0,109.62,51.97
1928,1,1,0,1,20.2,20.2,0,20.2,1
1929,20,1,1,1,19.7,415.9,0,20.79,21.11
1930,3,1,0,0,79.1,246.5,1,82.17,3.12
1931,51,1,1,2,19.85,996.95,0,19.55,50.22
1932,51,1,1,2,60.5,3145.15,0,61.67,51.99
1933,13,1,2,1,19.55,265.3,0,20.41,13.57
1934,1,1,0,1,20.9,20.9,0,20.9,1
1935,1,1,0,1,21.05,21.05,0,21.05,1
1936,63,1,1,0,71.5,4576.3,0,72.64,64
1937,3,1,0,1,54.65,189.1,0,63.03,3.46
1938,46,1,2,3,19.2,908.15,0,19.74,47.3
1939,1,1,0,3,49.8,49.8,0,49.8,1
1940,8,0,0,1,25.5,215.2,1,26.9,8.44
1941,71,1,2,2,20.5,1500.95,0,21.14,73.22
1942,55,1,0,3,90.4,5099.15,0,92.71,56.41
1943,70,1,1,2,90.25,6385.95,0,91.23,70.76
1944,2,1,0,0,80.75,159.45,1,79.73,1.97
1945,67,1,2,2,104.6,6885.75,0,102.77,65.83
1946,65,1,0,2,91.85,5940.85,1,91.4,64.68
1947,14,1,0,3,50.2,668.85,0,47.78,13.32
1948,20,1,0,2,95.5,1916.2,0,95.81,20.06
1949,1,1,0,0,75.35,75.35,1,75.35,1
1950,1,1,0,0,75.45,75.45,1,75.45,1
1951,49,1,0,2,95.4,4613.95,0,94.16,48.36
1952,72,1,2,2,101.3,7261.25,0,100.85,71.68
1953,46,1,0,0,53.1,2459.8,0,53.47,46.32
1954,24,1,0,2,84.85,2048.8,0,85.37,24.15
1955,5,0,0,0,34.25,163.55,0,32.71,4.78
1956,33,1,0,3,88.6,2888.7,0,87.54,32.6
1957,42,1,1,2,60.15,2421.6,0,57.66,40.26
1958,23,1,1,3,99.95,2292.75,0,99.68,22.94
1959,8,1,0,2,70.7,553.4,0,69.18,7.83
1960,66,1,1,1,54.8,3465.7,0,52.51,63.24
1961,24,1,0,2,49.55,1210.4,1,50.43,24.43
1962,24,1,0,3,54.8,1291.3,0,53.8,23.56
1963,69,1,1,3,78.6,5356.45,1,77.63,68.15
1964,53,1,1,1,100.3,5200.8,0,98.13,51.85
1965,60,0,2,0,53.6,3237.05,0,53.95,60.39
1966,7,1,0,0,81.1,576.65,1,82.38,7.11
1967,20,1,1,3,19.35,433.75,0,21.69,22.42
1968,23,1,0,0,85.6,1868.4,0,81.23,21.83
1969,72,1,2,0,80.8,5728.55,0,79.56,70.9
1970,11,1,0,0,74.95,825.7,1,75.06,11.02
1971,21,1,2,1,19.6,390.4,0,18.59,19.92
1972,1,1,0,0,93.55,93.55,1,93.55,1
1973,31,1,0,0,90.7,2845.15,0,91.78,31.37
1974,57,1,2,1,69.75,3894.4,0,68.32,55.83
1975,45,1,2,2,20,886.4,0,19.7,44.32
1976,10,1,0,0,95.25,1021.55,0,102.16,10.72
1977,58,1,0,3,102.1,5885.4,1,101.47,57.64
1978,14,1,0,1,19.95,268.4,0,19.17,13.45
1979,27,1,1,1,80.85,2204.35,0,81.64,27.26
1980,14,1,0,2,90.9,1259,1,89.93,13.85
1981,12,0,0,1,29.2,309.1,1,25.76,10.59
1982,69,1,2,2,93.3,6398.05,0,92.73,68.58
1983,25,1,0,2,89.15,2257.75,1,90.31,25.33
1984,58,1,1,0,108.85,6287.25,1,108.4,57.76
1985,35,0,2,3,46.35,1662.05,0,47.49,35.86
1986,16,1,0,0,84.75,1350.15,1,84.38,15.93
1987,45,1,1,3,78.75,3600.65,0,80.01,45.72
1988,17,1,0,0,83.55,1329.15,0,78.19,15.91
1989,1,1,0,0,45.7,45.7,1,45.7,1
1990,22,1,1,1,19.6,422.5,0,19.2,21.56
1991,1,1,0,0,69.95,69.95,1,69.95,1
1992,67,1,2,1,67.85,4627.65,0,69.07,68.2
1993,67,1,2,2,105.65,6717.9,0,100.27,63.59
1994,2,0,0,0,44.6,97.1,1,48.55,2.18
1995,23,1,0,0,74.95,1710.45,1,74.37,22.82
1996,9,1,0,3,75.5,637.4,0,70.82,8.44
1997,5,1,0,1,20.15,117.95,0,23.59,5.85
1998,54,0,2,3,45.2,2460.55,0,45.57,54.44
1999,57,1,2,0,95.25,5464.65,1,95.87,57.37
2000,24,1,0,1,89.85,2165.05,1,90.21,24.1
2001,49,1,1,1,100.45,4941.8,1,100.85,49.2
2002,5,1,0,0,47.15,223.15,1,44.63,4.73
2003,2,1,0,0,80.2,181.1,1,90.55,2.26
2004,4,1,0,1,87.1,341.45,1,85.36,3.92
2005,70,1,2,2,79.25,5731.85,0,81.88,72.33
2006,5,1,0,2,75.9,357.75,1,71.55,4.71
2007,53,1,0,0,85.7,4616.1,0,87.1,53.86
2008,47,1,0,0,98.75,4533.7,1,96.46,45.91
2009,31,1,1,3,20.1,589.25,0,19.01,29.32
2010,13,1,0,2,61.8,750.1,0,57.7,12.14
2011,28,1,0,1,49.9,1410.25,0,50.37,28.26
2012,10,1,0,0,86.45,830.85,1,83.09,9.61
2013,38,1,2,2,20.4,743.5,0,19.57,36.45
2014,1,1,0,1,45.3,45.3,1,45.3,1
2015,67,1,1,0,104.1,7040.85,1,105.09,67.64
2016,52,1,1,1,75.4,3865.45,0,74.34,51.27
2017,62,1,2,1,108.15,6825.65,0,110.09,63.11
2018,16,1,0,0,86.25,1340.1,0,83.76,15.54
2019,5,1,0,0,81,371.65,1,74.33,4.59
2020,12,1,1,0,95.7,1184,0,98.67,12.37
2021,72,1,2,2,116.85,8477.7,0,117.75,72.55
2022,71,1,1,2,105.75,7382.85,0,103.98,69.81
2023,24,1,1,1,20.15,456.85,0,19.04,22.67
2024,15,1,2,1,19.6,331.6,0,22.11,16.92
2025,67,1,1,3,90.6,6056.15,1,90.39,66.84
2026,2,1,0,2,60.95,134.6,0,67.3,2.21
2027,5,0,0,1,25.05,125.5,0,25.1,5.01
2028,15,1,0,0,88.15,1390.6,1,92.71,15.78
2029,1,1,0,1,20.2,20.2,1,20.2,1
2030,41,1,1,2,60.3,2511.3,0,61.25,41.65
2031,43,1,0,0,63.95,2737.05,0,63.65,42.8
2032,1,1,0,0,74.3,74.3,0,74.3,1
2033,1,1,0,1,70.6,70.6,0,70.6,1
2034,26,1,0,0,90.8,2361.8,1,90.84,26.01
2035,22,1,0,0,79.35,1730.35,1,78.65,21.81
2036,71,1,2,2,90.55,6404,0,90.2,70.72
2037,7,1,2,1,19.45,165.35,0,23.62,8.5
2038,28,1,0,2,64.45,1867.6,0,66.7,28.98
2039,16,1,0,0,69.65,1043.3,0,65.21,14.98
2040,7,1,1,1,19.5,128.6,0,18.37,6.59
2041,69,1,2,2,110.5,7455.45,0,108.05,67.47
2042,1,0,0,1,24.7,24.7,0,24.7,1
2043,3,1,0,0,77.4,206.15,0,68.72,2.66
2044,21,1,0,2,96.8,2030.3,1,96.68,20.97
2045,69,1,0,2,85.4,5869.4,0,85.06,68.73
2046,71,0,2,2,47.6,3377.8,0,47.57,70.96
2047,69,1,2,1,19.4,1346.2,0,19.51,69.39
2048,48,1,0,0,103.85,4946.05,0,103.04,47.63
2049,47,1,0,2,83.35,4065,1,86.49,48.77
2050,2,1,0,0,49.4,106.55,1,53.28,2.16
2051,45,1,0,3,108.45,4964.7,0,110.33,45.78
2052,51,1,0,2,81,4085.75,0,80.11,50.44
2053,22,1,0,0,79.2,1742.75,1,79.22,22
2054,72,1,2,2,86.65,6224.8,0,86.46,71.84
2055,37,1,0,0,92.95,3415.25,0,92.3,36.74
2056,71,1,2,0,90.35,6325.25,0,89.09,70.01
2057,7,1,0,0,48.7,340.25,1,48.61,6.99
2058,66,1,2,3,25.15,1683.6,0,25.51,66.94
2059,51,1,1,2,76.4,3966.3,0,77.77,51.91
2060,30,1,1,2,19.55,608.5,0,20.28,31.13
2061,34,1,0,0,85.35,2896.6,0,85.19,33.94
2062,64,1,2,1,24.8,1514.85,0,23.67,61.08
2063,65,1,1,2,103.15,6792.45,0,104.5,65.85
2064,47,1,0,1,100.75,4669.2,0,99.34,46.34
2065,1,1,0,0,95.6,95.6,1,95.6,1
2066,49,1,0,3,59.75,2934.3,1,59.88,49.11
2067,67,1,2,3,94.1,6302.8,0,94.07,66.98
2068,39,1,1,2,19.35,779.2,0,19.98,40.27
2069,14,1,0,1,19.9,283.75,0,20.27,14.26
2070,43,1,0,3,108.15,4600.7,1,106.99,42.54
2071,56,1,0,0,101.05,5594,0,99.89,55.36
2072,14,1,1,3,59.1,772.85,0,55.2,13.08
2073,1,1,0,0,71.35,71.35,1,71.35,1
2074,16,1,1,1,55.85,857.8,0,53.61,15.36
2075,70,1,0,0,106.05,7554.05,0,107.92,71.23
2076,72,1,2,3,84.1,5981.65,0,83.08,71.13
2077,23,1,0,3,75.3,1702.9,0,74.04,22.61
2078,21,1,0,1,24.7,467.15,0,22.25,18.91
2079,1,1,0,1,20.15,20.15,1,20.15,1
2080,1,1,0,2,69.75,69.75,1,69.75,1
2081,32,1,0,0,93.2,2931,1,91.59,31.45
2082,17,1,0,0,80.85,1400.85,1,82.4,17.33
2083,4,0,0,0,33.65,137.85,1,34.46,4.1
2084,36,1,1,0,55.8,1941.5,0,53.93,34.79
2085,50,0,2,3,39.7,1932.75,0,38.66,48.68
2086,48,0,0,3,29.5,1423.05,0,29.65,48.24
2087,50,1,2,3,20.15,970.85,0,19.42,48.18
2088,72,1,2,3,79.55,5810.9,0,80.71,73.05
2089,10,1,0,3,24.8,223.9,0,22.39,9.03
2090,18,1,0,1,19.65,391.7,0,21.76,19.93
2091,1,1,0,0,79.95,79.95,1,79.95,1
2092,1,1,0,0,19.3,19.3,1,19.3,1
2093,9,1,0,0,94.05,811.65,0,90.18,8.63
2094,2,1,0,1,90.75,174.75,0,87.38,1.93
2095,40,1,0,3,78.85,3126.85,0,78.17,39.66
2096,69,1,1,2,99.5,6841.45,0,99.15,68.76
2097,37,1,1,0,99.2,3754.6,1,101.48,37.85
2098,18,1,0,3,80.55,1406.65,0,78.15,17.46
2099,11,1,0,0,70.2,834.7,0,75.88,11.89
2100,8,1,0,3,85.2,627.4,1,78.43,7.36
2101,3,1,0,0,75.25,242,1,80.67,3.22
2102,55,1,1,3,59.45,3157,0,57.4,53.1
2103,33,1,0,0,93.35,3092,0,93.7,33.12
2104,46,1,0,2,44.95,2168.9,0,47.15,48.25
2105,34,1,2,2,26.1,980.35,0,28.83,37.56
2106,3,1,0,0,20.2,65.95,0,21.98,3.26
2107,30,1,2,1,21.25,711.9,0,23.73,33.5
2108,33,1,1,0,59.4,1952.8,0,59.18,32.88
2109,45,1,1,3,95,4368.85,0,97.09,45.99
2110,40,1,0,1,61.9,2647.1,0,66.18,42.76
2111,71,1,2,0,118.65,8477.6,0,119.4,71.45
2112,1,1,0,0,54.35,54.35,1,54.35,1
2113,72,0,2,2,64.45,4528,0,62.89,70.26
2114,22,1,0,0,80.15,1790.65,0,81.39,22.34
2115,46,1,1,2,20.2,845.6,0,18.38,41.86
2116,55,1,2,1,21,1210.3,0,22.01,57.63
2117,1,1,0,1,20.45,20.45,0,20.45,1
2118,12,1,1,1,75.85,854.45,0,71.2,11.26
2119,31,1,0,0,80.45,2429.1,0,78.36,30.19
2120,5,0,0,0,24.95,100.4,1,20.08,4.02
2121,67,1,2,0,75.5,5229.45,0,78.05,69.26
2122,1,1,0,1,44.45,44.45,0,44.45,1
2123,40,0,1,0,42.35,1716.45,1,42.91,40.53
2124,41,1,0,3,74.55,3023.55,0,73.75,40.56
2125,1,1,0,0,75.3,75.3,1,75.3,1
2126,51,1,1,0,94.8,4837.6,1,94.85,51.03
2127,42,0,2,3,48.15,2032.3,0,48.39,42.21
2128,23,1,1,1,19.65,436.9,0,19,22.23
2129,1,1,0,0,70.55,70.55,1,70.55,1
2130,1,1,0,1,20.15,20.15,0,20.15,1
2131,56,1,0,3,106.6,5893.95,0,105.25,55.29
2132,15,1,0,0,91,1430.05,0,95.34,15.71
2133,12,1,2,2,25.4,313,0,26.08,12.32
2134,54,1,2,2,69.95,3871.85,0,71.7,55.35
2135,7,1,0,0,66.85,458.1,0,65.44,6.85
2136,33,1,0,3,86.15,2745.7,1,83.2,31.87
2137,16,1,0,0,20.15,341.35,0,21.33,16.94
2138,21,1,1,1,64.85,1336.8,0,63.66,20.61
2139,30,1,2,0,74.85,2181.75,0,72.73,29.15
2140,3,1,0,1,50.5,147.75,0,49.25,2.93
2141,11,1,0,0,72.9,818.45,0,74.4,11.23
2142,62,1,1,3,115.05,7133.45,0,115.06,62
2143,18,1,0,0,19,348.8,0,19.38,18.36
2144,6,1,0,1,19.55,128.6,0,21.43,6.58
2145,46,1,1,0,101.1,4674.4,0,101.62,46.24
2146,21,1,0,0,84.1,1737.45,0,82.74,20.66
2147,68,1,2,2,24.15,1498.85,0,22.04,62.06
2148,1,1,0,0,50.1,50.1,0,50.1,1
2149,25,1,0,0,74.6,1797.75,0,71.91,24.1
2150,24,1,2,1,19.75,498.1,0,20.75,25.22
2151,30,1,0,0,85,2624.25,1,87.48,30.87
2152,2,1,0,0,80.55,184.1,1,92.05,2.29
2153,51,1,1,2,106.8,5498.8,0,107.82,51.49
2154,57,1,2,0,84.5,4845.4,0,85.01,57.34
2155,15,1,2,2,25.05,369.1,0,24.61,14.73
2156,72,1,2,2,83.7,6096.9,0,84.68,72.84
2157,2,1,0,0,75.8,160.75,1,80.38,2.12
2158,28,1,0,3,96.6,2684.35,0,95.87,27.79
2159,29,1,0,0,98.5,3004.15,1,103.59,30.5
2160,70,1,2,3,101.1,6994.8,0,99.93,69.19
2161,13,1,1,1,20.2,273.25,0,21.02,13.53
2162,59,1,1,0,94.05,5483.9,0,92.95,58.31
2163,13,1,0,0,95.25,1233.65,1,94.9,12.95
2164,7,1,0,1,74.4,527.9,1,75.41,7.1
2165,62,1,2,1,81,4985.9,0,80.42,61.55
2166,21,1,1,0,60.25,1258.35,0,59.92,20.89
2167,2,1,0,0,60.85,111.4,0,55.7,1.83
2168,1,1,0,3,43.95,43.95,0,43.95,1
2169,4,1,0,0,86.05,308.1,0,77.03,3.58
2170,19,1,1,3,20.25,383.65,0,20.19,18.95
2171,30,1,0,0,85.15,2555.9,1,85.2,30.02
2172,67,1,2,3,19.4,1284.2,0,19.17,66.2
2173,72,1,2,3,102.65,7550.3,0,104.87,73.55
2174,53,1,2,3,19.9,1110.05,0,20.94,55.78
2175,5,1,1,0,19.55,99.6,0,19.92,5.09
2176,71,1,2,3,95.5,6707.15,0,94.47,70.23
2177,50,1,1,3,84.15,4164.4,0,83.29,49.49
2178,56,1,2,0,103.2,5873.75,0,104.89,56.92
2179,2,1,0,3,50.2,109.25,0,54.63,2.18
2180,2,1,0,0,88.55,179.25,1,89.63,2.02
2181,24,1,0,0,54.75,1338.15,1,55.76,24.44
2182,46,1,2,3,19.95,862.4,0,18.75,43.23
2183,71,1,2,0,116.25,8564.75,0,120.63,73.68
2184,29,0,0,0,31.2,926.2,0,31.94,29.69
2185,69,1,2,2,24.45,1718.2,0,24.9,70.27
2186,71,1,2,3,84.2,5956.85,0,83.9,70.75
2187,1,1,0,0,91.3,91.3,1,91.3,1
2188,56,1,2,2,85.65,4824.45,0,86.15,56.33
2189,56,1,1,1,21.2,1238.65,0,22.12,58.43
2190,1,1,0,0,79.5,79.5,1,79.5,1
2191,28,1,1,1,25.55,672.2,0,24.01,26.31
2192,19,1,0,1,20.2,382.2,0,20.12,18.92
2193,66,1,0,0,63.85,4264.6,0,64.62,66.79
2194,17,1,1,1,61.95,1070.7,0,62.98,17.28
2195,52,1,2,1,25.75,1345.85,0,25.88,52.27
2196,19,1,1,0,58.2,1045.25,0,55.01,17.96
2197,36,1,1,2,85.85,3003.55,0,83.43,34.99
2198,7,1,0,1,70.1,467.55,1,66.79,6.67
2199,72,1,1,3,104.9,7537.5,0,104.69,71.85
2200,67,1,1,0,111.3,7482.1,1,111.67,67.22
2201,34,1,1,0,99.85,3343.15,0,98.33,33.48
2202,57,1,0,2,95.25,5427.05,1,95.21,56.98
2203,7,1,0,0,86.25,587.1,1,83.87,6.81
2204,1,1,0,0,100.8,100.8,1,100.8,1
2205,8,1,0,2,19.55,161.15,0,20.14,8.24
2206,69,1,2,0,104,7028.5,0,101.86,67.58
2207,50,1,1,1,104.4,5232.9,0,104.66,50.12
2208,10,1,1,1,19.5,225.85,0,22.59,11.58
2209,12,1,2,3,25.25,274.7,0,22.89,10.88
2210,14,1,0,0,86.3,1180.95,1,84.35,13.68
2211,70,0,2,2,49.85,3370.2,0,48.15,67.61
2212,64,1,0,2,108.95,7111.3,0,111.11,65.27
